claim_id,template_id,claim_type,truth_label,verification_delay,verifier_result,message_text,role,intended_action_state,commitment_type,commitment_pressure,label_confidence,false_commitment_exposure,true_progress_if_delivered,policy_name,policy_label,policy_action_counts,policy_fce_per_event,policy_progress_per_event,policy_mean_debt_after,policy_defer_ratio,policy_reject_ratio
high_fanout_feasible::distributed_verifier_safety-0-009,distributed_verifier_safety,resource_demand,false,4,false,The verification request needs minimal compute.,network_controller,RESOURCE_RESERVED,resource_reservation,5.97502838125,0.65,5.88451225,0.0,progress_guarded_cpb,C-CPB+Prog.,send_informational_only:4,1.176902,0.0,8.947218,0.0,0.0
high_fanout_feasible::multi_edge_model_cache-0-005,multi_edge_model_cache,wireless_capacity,false,4,false,The uplink can carry the prompt without retransmissions.,planner,VERIFICATION_QUEUED,verification_queue,2.5602128124999997,0.65,1.19006125,0.0,pressure_backpressure,Pressure BP,send_actionable:4,1.026428,0.0,8.791317,0.0,0.0
high_fanout_feasible::multi_edge_model_cache-0-005,multi_edge_model_cache,wireless_capacity,false,4,false,The uplink can carry the prompt without retransmissions.,planner,VERIFICATION_QUEUED,verification_queue,2.5602128124999997,0.65,1.19006125,0.0,static_cpb,Static CPB,send_actionable:4,1.190061,0.0,18.118537,0.0,0.0
high_fanout_feasible::multi_edge_model_cache-0-005,multi_edge_model_cache,wireless_capacity,false,4,false,The uplink can carry the prompt without retransmissions.,planner,VERIFICATION_QUEUED,verification_queue,2.5602128124999997,0.65,1.19006125,0.0,closed_loop_cpb,C-CPB,send_actionable:4,1.190061,0.0,14.555208,0.0,0.0
high_fanout_feasible::multi_edge_model_cache-0-005,multi_edge_model_cache,wireless_capacity,false,4,false,The uplink can carry the prompt without retransmissions.,planner,VERIFICATION_QUEUED,verification_queue,2.5602128124999997,0.65,1.19006125,0.0,progress_guarded_cpb,C-CPB+Prog.,send_actionable:4,1.190061,0.0,9.392423,0.0,0.0
high_fanout_feasible::multi_edge_model_cache-0-005,multi_edge_model_cache,wireless_capacity,false,4,false,The uplink can carry the prompt without retransmissions.,executor,PREPARED_ACTION,action,4.7918753125,0.65,5.8253467500000005,0.0,pressure_backpressure,Pressure BP,defer:3;send_actionable:1,0.655352,0.0,9.330403,0.75,0.0
high_fanout_feasible::multi_edge_model_cache-0-005,multi_edge_model_cache,wireless_capacity,false,4,false,The uplink can carry the prompt without retransmissions.,executor,PREPARED_ACTION,action,4.7918753125,0.65,5.8253467500000005,0.0,static_cpb,Static CPB,verify_first:4,0.0,0.0,18.597725,1.0,0.0
high_fanout_feasible::multi_edge_model_cache-0-005,multi_edge_model_cache,wireless_capacity,false,4,false,The uplink can carry the prompt without retransmissions.,executor,PREPARED_ACTION,action,4.7918753125,0.65,5.8253467500000005,0.0,closed_loop_cpb,C-CPB,send_actionable:1;send_informational_only:3,2.330139,0.0,16.651653,0.0,0.0
high_fanout_feasible::multi_edge_model_cache-0-005,multi_edge_model_cache,wireless_capacity,false,4,false,The uplink can carry the prompt without retransmissions.,executor,PREPARED_ACTION,action,4.7918753125,0.65,5.8253467500000005,0.0,progress_guarded_cpb,C-CPB+Prog.,send_informational_only:4,1.165069,0.0,10.590391,0.0,0.0
high_fanout_feasible::multi_edge_model_cache-0-005,multi_edge_model_cache,wireless_capacity,false,4,false,The uplink can carry the prompt without retransmissions.,verifier,VERIFICATION_QUEUED,verification_queue,2.3990371875000003,0.45,0.35634325,0.0,pressure_backpressure,Pressure BP,send_actionable:4,0.356343,0.0,11.72944,0.0,0.0
high_fanout_feasible::multi_edge_model_cache-0-005,multi_edge_model_cache,wireless_capacity,false,4,false,The uplink can carry the prompt without retransmissions.,verifier,VERIFICATION_QUEUED,verification_queue,2.3990371875000003,0.45,0.35634325,0.0,static_cpb,Static CPB,send_actionable:4,0.356343,0.0,20.996762,0.0,0.0
high_fanout_feasible::multi_edge_model_cache-0-005,multi_edge_model_cache,wireless_capacity,false,4,false,The uplink can carry the prompt without retransmissions.,verifier,VERIFICATION_QUEUED,verification_queue,2.3990371875000003,0.45,0.35634325,0.0,closed_loop_cpb,C-CPB,send_actionable:2;send_informational_only:2,0.213806,0.0,18.151051,0.0,0.0
high_fanout_feasible::multi_edge_model_cache-0-005,multi_edge_model_cache,wireless_capacity,false,4,false,The uplink can carry the prompt without retransmissions.,verifier,VERIFICATION_QUEUED,verification_queue,2.3990371875000003,0.45,0.35634325,0.0,progress_guarded_cpb,C-CPB+Prog.,send_actionable:4,0.356343,0.0,12.989429,0.0,0.0
high_fanout_feasible::multi_edge_model_cache-0-005,multi_edge_model_cache,wireless_capacity,false,4,false,The uplink can carry the prompt without retransmissions.,network_controller,RESOURCE_RESERVED,resource_reservation,6.389001775,0.6355,6.03033925,0.0,pressure_backpressure,Pressure BP,defer:3;send_actionable:1,0.678413,0.0,12.448202,0.75,0.0
high_fanout_feasible::multi_edge_model_cache-0-005,multi_edge_model_cache,wireless_capacity,false,4,false,The uplink can carry the prompt without retransmissions.,network_controller,RESOURCE_RESERVED,resource_reservation,6.389001775,0.6355,6.03033925,0.0,static_cpb,Static CPB,verify_first:4,0.0,0.0,21.635662,1.0,0.0
high_fanout_feasible::multi_edge_model_cache-0-005,multi_edge_model_cache,wireless_capacity,false,4,false,The uplink can carry the prompt without retransmissions.,network_controller,RESOURCE_RESERVED,resource_reservation,6.389001775,0.6355,6.03033925,0.0,closed_loop_cpb,C-CPB,send_actionable:3;send_informational_only:1,4.824271,0.0,23.342115,0.0,0.0
high_fanout_feasible::multi_edge_model_cache-0-005,multi_edge_model_cache,wireless_capacity,false,4,false,The uplink can carry the prompt without retransmissions.,network_controller,RESOURCE_RESERVED,resource_reservation,6.389001775,0.6355,6.03033925,0.0,progress_guarded_cpb,C-CPB+Prog.,send_informational_only:4,1.206068,0.0,14.586679,0.0,0.0
high_fanout_feasible::uav_rerouting-0-002,uav_rerouting,edge_capacity,false,4,false,Edge node E4 can accept the high-priority inference job.,planner,VERIFICATION_QUEUED,verification_queue,2.933396375,0.48,0.9697250000000001,0.0,pressure_backpressure,Pressure BP,send_actionable:4,0.969725,0.0,5.719229,0.0,0.0
high_fanout_feasible::uav_rerouting-0-002,uav_rerouting,edge_capacity,false,4,false,Edge node E4 can accept the high-priority inference job.,planner,VERIFICATION_QUEUED,verification_queue,2.933396375,0.48,0.9697250000000001,0.0,static_cpb,Static CPB,send_actionable:4,0.969725,0.0,7.742001,0.0,0.0
high_fanout_feasible::uav_rerouting-0-002,uav_rerouting,edge_capacity,false,4,false,Edge node E4 can accept the high-priority inference job.,planner,VERIFICATION_QUEUED,verification_queue,2.933396375,0.48,0.9697250000000001,0.0,closed_loop_cpb,C-CPB,send_actionable:4,0.969725,0.0,8.920481,0.0,0.0
high_fanout_feasible::uav_rerouting-0-002,uav_rerouting,edge_capacity,false,4,false,Edge node E4 can accept the high-priority inference job.,planner,VERIFICATION_QUEUED,verification_queue,2.933396375,0.48,0.9697250000000001,0.0,progress_guarded_cpb,C-CPB+Prog.,send_actionable:4,0.969725,0.0,6.742953,0.0,0.0
high_fanout_feasible::uav_rerouting-0-002,uav_rerouting,edge_capacity,false,4,false,Edge node E4 can accept the high-priority inference job.,executor,PREPARED_ACTION,action,5.165058875000001,0.6206,5.7739145,0.0,pressure_backpressure,Pressure BP,defer:1;send_actionable:3,4.330436,0.0,9.593024,0.25,0.0
high_fanout_feasible::uav_rerouting-0-002,uav_rerouting,edge_capacity,false,4,false,Edge node E4 can accept the high-priority inference job.,executor,PREPARED_ACTION,action,5.165058875000001,0.6206,5.7739145,0.0,static_cpb,Static CPB,reject:2;send_actionable:2,2.886957,0.0,10.324531,0.0,0.5
high_fanout_feasible::uav_rerouting-0-002,uav_rerouting,edge_capacity,false,4,false,Edge node E4 can accept the high-priority inference job.,executor,PREPARED_ACTION,action,5.165058875000001,0.6206,5.7739145,0.0,closed_loop_cpb,C-CPB,send_actionable:2;send_informational_only:2,3.464349,0.0,12.148643,0.0,0.0
high_fanout_feasible::uav_rerouting-0-002,uav_rerouting,edge_capacity,false,4,false,Edge node E4 can accept the high-priority inference job.,executor,PREPARED_ACTION,action,5.165058875000001,0.6206,5.7739145,0.0,progress_guarded_cpb,C-CPB+Prog.,send_informational_only:4,1.154783,0.0,8.034218,0.0,0.0
high_fanout_feasible::uav_rerouting-0-002,uav_rerouting,edge_capacity,false,4,false,Edge node E4 can accept the high-priority inference job.,verifier,VERIFICATION_QUEUED,verification_queue,2.8216892687499997,0.48,0.43048425,0.0,pressure_backpressure,Pressure BP,defer:1;send_actionable:3,0.322863,0.0,11.70929,0.25,0.0
high_fanout_feasible::uav_rerouting-0-002,uav_rerouting,edge_capacity,false,4,false,Edge node E4 can accept the high-priority inference job.,verifier,VERIFICATION_QUEUED,verification_queue,2.8216892687499997,0.48,0.43048425,0.0,static_cpb,Static CPB,send_actionable:4,0.430484,0.0,13.14622,0.0,0.0
high_fanout_feasible::uav_rerouting-0-002,uav_rerouting,edge_capacity,false,4,false,Edge node E4 can accept the high-priority inference job.,verifier,VERIFICATION_QUEUED,verification_queue,2.8216892687499997,0.48,0.43048425,0.0,closed_loop_cpb,C-CPB,send_actionable:2;send_informational_only:2,0.258291,0.0,13.912199,0.0,0.0
high_fanout_feasible::uav_rerouting-0-002,uav_rerouting,edge_capacity,false,4,false,Edge node E4 can accept the high-priority inference job.,verifier,VERIFICATION_QUEUED,verification_queue,2.8216892687499997,0.48,0.43048425,0.0,progress_guarded_cpb,C-CPB+Prog.,send_actionable:3;send_informational_only:1,0.344387,0.0,10.32684,0.0,0.0
high_fanout_feasible::uav_rerouting-0-002,uav_rerouting,edge_capacity,false,4,false,Edge node E4 can accept the high-priority inference job.,network_controller,PREPARED_ACTION,action,5.165058875000001,0.6206,4.5852034999999995,0.0,pressure_backpressure,Pressure BP,defer:3;send_actionable:1,0.515835,0.0,12.29036,0.75,0.0
high_fanout_feasible::uav_rerouting-0-002,uav_rerouting,edge_capacity,false,4,false,Edge node E4 can accept the high-priority inference job.,network_controller,PREPARED_ACTION,action,5.165058875000001,0.6206,4.5852034999999995,0.0,static_cpb,Static CPB,reject:3;send_actionable:1,1.146301,0.0,14.437485,0.0,0.75
high_fanout_feasible::uav_rerouting-0-002,uav_rerouting,edge_capacity,false,4,false,Edge node E4 can accept the high-priority inference job.,network_controller,PREPARED_ACTION,action,5.165058875000001,0.6206,4.5852034999999995,0.0,closed_loop_cpb,C-CPB,send_actionable:3;send_informational_only:1,3.668163,0.0,18.108809,0.0,0.0
high_fanout_feasible::uav_rerouting-0-002,uav_rerouting,edge_capacity,false,4,false,Edge node E4 can accept the high-priority inference job.,network_controller,PREPARED_ACTION,action,5.165058875000001,0.6206,4.5852034999999995,0.0,progress_guarded_cpb,C-CPB+Prog.,send_actionable:2;send_informational_only:2,2.751122,0.0,13.555002,0.0,0.0
